1.000000000000000000e+00 5.820312499999998863e+02 5.178125000000000000e+01
2.000000000000000000e+00 5.681562500000000000e+02 1.262812499999999858e+02
3.000000000000000000e+00 6.269687500000000000e+02 1.904062500000000000e+02
4.000000000000000000e+00 6.748437500000000000e+02 1.425937500000000000e+02
5.000000000000000000e+00 6.405937500000000000e+02 2.702812500000000000e+02
6.000000000000000000e+00 6.510312500000000000e+02 3.378437500000000000e+02
7.000000000000000000e+00 6.601562500000000000e+02 3.853437500000000000e+02
8.000000000000000000e+00 6.037187500000000000e+02 3.399687500000000000e+02
9.000000000000000000e+00 5.444062500000000000e+02 2.952187500000000000e+02
1.000000000000000000e+01 4.787812500000000000e+02 2.325937500000000000e+02
1.100000000000000000e+01 4.157187500000000000e+02 1.705312500000000000e+02
1.200000000000000000e+01 5.015937500000000000e+02 2.245937500000000000e+02
1.300000000000000000e+01 4.588437500000000000e+02 1.574687500000000000e+02
1.400000000000000000e+01 4.210937500000000000e+02 2.935937500000000000e+02
1.500000000000000000e+01 4.720312500000000000e+02 3.223437500000000000e+02
1.600000000000000000e+01 5.839062500000000000e+02 3.377187500000000000e+02
1.700000000000000000e+01 6.227812500000000000e+02 3.789687500000000000e+02
1.800000000000000000e+01 6.734687500000000000e+02 4.662187499999999432e+02
1.900000000000000000e+01 6.902187500000000000e+02 5.020312500000000000e+02
2.000000000000000000e+01 7.439687500000000000e+02 4.618437500000000000e+02
2.100000000000000000e+01 6.023437500000000000e+02 5.364062500000000000e+02
2.200000000000000000e+01 5.524687500000000000e+02 5.018437500000000000e+02
2.300000000000000000e+01 5.369687500000000000e+02 4.370937500000000000e+02
2.400000000000000000e+01 4.451562500000000000e+02 3.934062500000000000e+02
2.500000000000000000e+01 4.720937500000000000e+02 3.525937500000000000e+02
2.600000000000000000e+01 3.784062500000000000e+02 3.657812500000000000e+02
2.700000000000000000e+01 3.200312500000000568e+02 3.423437500000000000e+02
2.800000000000000000e+01 4.117812500000000000e+02 4.459062499999999432e+02
2.900000000000000000e+01 3.659687500000000000e+02 5.203437500000000000e+02
3.000000000000000000e+01 5.237812500000000000e+02 5.553437500000000000e+02
3.100000000000000000e+01 4.894062500000000000e+02 6.205312500000000000e+02
3.200000000000000000e+01 4.237812500000000000e+02 5.699687500000000000e+02
3.300000000000000000e+01 4.330312500000000000e+02 6.632187500000000000e+02
3.400000000000000000e+01 3.646562500000000000e+02 7.179687500000000000e+02
3.500000000000000000e+01 3.160937500000000000e+02 6.583437500000000000e+02
3.600000000000000000e+01 2.642812500000000000e+02 5.977812500000000000e+02
3.700000000000000000e+01 2.772812500000000000e+02 7.195937500000000000e+02
3.800000000000000000e+01 1.929687500000000000e+02 7.215312500000000000e+02
3.900000000000000000e+01 1.040937500000000000e+02 7.229062500000000000e+02
4.000000000000000000e+01 2.800312500000000000e+02 7.627812500000000000e+02
4.100000000000000000e+01 1.845937500000000000e+02 8.160937500000000000e+02
4.200000000000000000e+01 3.670312500000000000e+02 8.205312500000000000e+02
4.300000000000000000e+01 4.742812500000000568e+02 7.249687500000000000e+02
4.400000000000000000e+01 5.449687500000000000e+02 6.918437500000000000e+02
4.500000000000000000e+01 6.014062500000000000e+02 6.669062500000000000e+02
4.600000000000000000e+01 5.672812500000000000e+02 7.231562500000000000e+02
4.700000000000000000e+01 5.109687500000000000e+02 8.149062500000000000e+02
4.800000000000000000e+01 6.039062500000000000e+02 8.220312500000000000e+02
4.900000000000000000e+01 6.950937500000000000e+02 6.504062500000000000e+02
5.000000000000000000e+01 7.830937500000000000e+02 6.562187500000000000e+02
5.100000000000000000e+01 7.356562500000000000e+02 7.261562500000000000e+02
5.200000000000000000e+01 7.207187500000000000e+02 8.220937500000000000e+02
5.300000000000000000e+01 8.021562499999998863e+02 6.944687500000000000e+02
5.400000000000000000e+01 8.174687500000000000e+02 7.674687500000000000e+02
5.500000000000000000e+01 8.302187500000000000e+02 8.214062500000000000e+02
5.600000000000000000e+01 8.846562500000000000e+02 6.975312500000000000e+02
5.700000000000000000e+01 9.090312500000000000e+02 6.692812500000000000e+02
5.800000000000000000e+01 9.593437500000000000e+02 6.102812500000000000e+02
5.900000000000000000e+01 9.432812499999998863e+02 5.555937500000000000e+02
6.000000000000000000e+01 8.645937500000000000e+02 5.588437500000000000e+02
6.100000000000000000e+01 8.346562500000000000e+02 6.250937500000000000e+02
6.200000000000000000e+01 8.229687500000000000e+02 5.965937500000000000e+02
6.300000000000000000e+01 7.909062500000000000e+02 5.212812500000000000e+02
6.400000000000000000e+01 8.819062499999998863e+02 5.947187500000000000e+02
6.500000000000000000e+01 8.973437500000000000e+02 6.044062500000000000e+02
6.600000000000000000e+01 7.683437500000000000e+02 5.949687500000000000e+02
6.700000000000000000e+01 7.728437500000000000e+02 6.194687500000000000e+02
6.800000000000000000e+01 6.921562500000000000e+02 5.774062500000000000e+02
6.900000000000000000e+01 6.589687500000000000e+02 5.866562500000000000e+02
7.000000000000000000e+01 6.004062500000000000e+02 5.927812500000000000e+02
7.100000000000000000e+01 9.369062499999998863e+02 5.954687500000000000e+02
