-0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -2.502017436477430370e-02 -2.502017436477430370e-02 -2.502017436477430370e-02 -5.004034872954860741e-02 -5.004034872954860741e-02 -5.004034872954860741e-02 0.000000000000000000e+00
-0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -4.163272257499267548e-02 -4.163272257499267548e-02 -4.163272257499267548e-02 -8.326544514998535096e-02 -8.326544514998535096e-02 -8.326544514998535096e-02 0.000000000000000000e+00
-0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -3.920661233660304584e-02 -3.920661233660304584e-02 -3.920661233660304584e-02 -7.841322467320609169e-02 -7.841322467320609169e-02 -7.841322467320609169e-02 0.000000000000000000e+00
-0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -2.524234986977023573e-02 -2.524234986977023573e-02 -2.524234986977023573e-02 -5.048469973954047146e-02 -5.048469973954047146e-02 -5.048469973954047146e-02 0.000000000000000000e+00
-0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -2.891163035958995223e-02 -2.891163035958995223e-02 -2.891163035958995223e-02 -5.782326071917990445e-02 -5.782326071917990445e-02 -5.782326071917990445e-02 0.000000000000000000e+00
-0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -2.828083548277513654e-02 -2.828083548277513654e-02 -2.828083548277513654e-02 -5.656167096555027307e-02 -5.656167096555027307e-02 -5.656167096555027307e-02 0.000000000000000000e+00
-0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -2.037356199460093470e-02 -2.037356199460093470e-02 -2.037356199460093470e-02 -4.074712398920186940e-02 -4.074712398920186940e-02 -4.074712398920186940e-02 0.000000000000000000e+00
-0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -1.903666339504282018e-02 -1.903666339504282018e-02 -1.903666339504282018e-02 -3.807332679008564036e-02 -3.807332679008564036e-02 -3.807332679008564036e-02 0.000000000000000000e+00
-0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -1.181008143797302422e-02 -1.181008143797302422e-02 -1.181008143797302422e-02 -2.362016287594604844e-02 -2.362016287594604844e-02 -2.362016287594604844e-02 0.000000000000000000e+00
-0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -8.355810325024738000e-03 -8.355810325024738000e-03 -8.355810325024738000e-03 -1.671162065004947600e-02 -1.671162065004947600e-02 -1.671162065004947600e-02 0.000000000000000000e+00
-0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -1.743161247271500167e-02 -1.743161247271500167e-02 -1.743161247271500167e-02 -3.486322494543000333e-02 -3.486322494543000333e-02 -3.486322494543000333e-02 0.000000000000000000e+00
-0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -1.220251503222855721e-02 -1.220251503222855721e-02 -1.220251503222855721e-02 -2.440503006445711442e-02 -2.440503006445711442e-02 -2.440503006445711442e-02 0.000000000000000000e+00
-0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -1.159389858289702931e-02 -1.159389858289702931e-02 -1.159389858289702931e-02 -2.318779716579405861e-02 -2.318779716579405861e-02 -2.318779716579405861e-02 0.000000000000000000e+00
-0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -1.307850101507737790e-02 -1.307850101507737790e-02 -1.307850101507737790e-02 -2.615700203015475581e-02 -2.615700203015475581e-02 -2.615700203015475581e-02 0.000000000000000000e+00
-0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -1.586967290663653107e-02 -1.586967290663653107e-02 -1.586967290663653107e-02 -3.173934581327306215e-02 -3.173934581327306215e-02 -3.173934581327306215e-02 0.000000000000000000e+00
-0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -9.707585995084783148e-03 -9.707585995084783148e-03 -9.707585995084783148e-03 -1.941517199016956630e-02 -1.941517199016956630e-02 -1.941517199016956630e-02 0.000000000000000000e+00
-0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -1.428823871883455957e-02 -1.428823871883455957e-02 -1.428823871883455957e-02 -2.857647743766911913e-02 -2.857647743766911913e-02 -2.857647743766911913e-02 0.000000000000000000e+00
-0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -9.440807224641734746e-03 -9.440807224641734746e-03 -9.440807224641734746e-03 -1.888161444928346949e-02 -1.888161444928346949e-02 -1.888161444928346949e-02 0.000000000000000000e+00
-0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -1.331309767973484076e-02 -1.331309767973484076e-02 -1.331309767973484076e-02 -2.662619535946968152e-02 -2.662619535946968152e-02 -2.662619535946968152e-02 0.000000000000000000e+00
-0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -1.894934915891868105e-02 -1.894934915891868105e-02 -1.894934915891868105e-02 -3.789869831783736209e-02 -3.789869831783736209e-02 -3.789869831783736209e-02 0.000000000000000000e+00
